Type,Group,SgPic,PlPic,Sg,Pl,opt1,opt2,opt3,opt4,opt5,opt6,opt7,opt8,ItemID,Ask for singular or plural?,objects,SgPicZip,PlPicZip
Test only,3,https://lh3.googleusercontent.com/u/0/d/1yl95Xc5XgagOYSut-uig9LzQ5XV9bp6J=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1cTyZSWKxcTzcWiSgp47iGsjR2juqiN-I=s3200-k-iv1,mobav,mobod,mobav,mobek,mobib,mobod,mobug,mobal,mobit,mobup,46,Plural,rolls of tape,One roll of tape.jpg,Two rolls of tape.jpg
Test only,4,https://lh3.googleusercontent.com/u/0/d/1yl95Xc5XgagOYSut-uig9LzQ5XV9bp6J=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1cTyZSWKxcTzcWiSgp47iGsjR2juqiN-I=s3200-k-iv1,mobib,mobod,mobav,mobek,mobib,mobod,mobug,mobal,mobit,mobup,46,Plural,rolls of tape,One roll of tape.jpg,Two rolls of tape.jpg
Test only,5,https://lh3.googleusercontent.com/u/0/d/1yl95Xc5XgagOYSut-uig9LzQ5XV9bp6J=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1cTyZSWKxcTzcWiSgp47iGsjR2juqiN-I=s3200-k-iv1,mobav,mobod,mobav,mobek,mobib,mobod,mobug,mobal,mobit,mobup,46,Plural,rolls of tape,One roll of tape.jpg,Two rolls of tape.jpg
Test only,6,https://lh3.googleusercontent.com/u/0/d/1yl95Xc5XgagOYSut-uig9LzQ5XV9bp6J=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1cTyZSWKxcTzcWiSgp47iGsjR2juqiN-I=s3200-k-iv1,mobav,mobek,mobav,mobek,mobib,mobod,mobug,mobal,mobit,mobup,46,Plural,rolls of tape,One roll of tape.jpg,Two rolls of tape.jpg
Test only,1,https://lh3.googleusercontent.com/u/0/d/1rR_hbQNSgqBY4Dj0Gq9Au9mN_Ey1JuAp=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1G8WwqocRFA_CWsVHPK4qFSSNl0dBYrNv=s3200-k-iv1,takib,takod,takav,takek,takib,takod,takug,takal,takit,takup,47,Plural,staplers,One stapler.jpg,Two staplers.jpg
Test only,2,https://lh3.googleusercontent.com/u/0/d/1rR_hbQNSgqBY4Dj0Gq9Au9mN_Ey1JuAp=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1G8WwqocRFA_CWsVHPK4qFSSNl0dBYrNv=s3200-k-iv1,takav,takek,takav,takek,takib,takod,takug,takal,takit,takup,47,Plural,staplers,One stapler.jpg,Two staplers.jpg
Test only,3,https://lh3.googleusercontent.com/u/0/d/1rR_hbQNSgqBY4Dj0Gq9Au9mN_Ey1JuAp=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1G8WwqocRFA_CWsVHPK4qFSSNl0dBYrNv=s3200-k-iv1,takib,takek,takav,takek,takib,takod,takug,takal,takit,takup,47,Plural,staplers,One stapler.jpg,Two staplers.jpg
Test only,4,https://lh3.googleusercontent.com/u/0/d/1rR_hbQNSgqBY4Dj0Gq9Au9mN_Ey1JuAp=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1G8WwqocRFA_CWsVHPK4qFSSNl0dBYrNv=s3200-k-iv1,takav,takek,takav,takek,takib,takod,takug,takal,takit,takup,47,Plural,staplers,One stapler.jpg,Two staplers.jpg
Test only,5,https://lh3.googleusercontent.com/u/0/d/1rR_hbQNSgqBY4Dj0Gq9Au9mN_Ey1JuAp=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1G8WwqocRFA_CWsVHPK4qFSSNl0dBYrNv=s3200-k-iv1,takug,takal,takav,takek,takib,takod,takug,takal,takit,takup,47,Plural,staplers,One stapler.jpg,Two staplers.jpg
Test only,6,https://lh3.googleusercontent.com/u/0/d/1rR_hbQNSgqBY4Dj0Gq9Au9mN_Ey1JuAp=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1G8WwqocRFA_CWsVHPK4qFSSNl0dBYrNv=s3200-k-iv1,takug,takal,takav,takek,takib,takod,takug,takal,takit,takup,47,Plural,staplers,One stapler.jpg,Two staplers.jpg
Test only,1,https://lh3.googleusercontent.com/u/0/d/19-C3yT4nt1qm23_QDYbRrjj05a8KfzLk=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1uiFXwCbXENaw2as-NSUDVpXYN5dOXxgV=s3200-k-iv1,yizib,yizod,yizav,yizek,yizib,yizod,yizug,yizal,yizit,yizup,48,Plural,teacups,One teacup.jpg,Two teacups.jpg
Test only,2,https://lh3.googleusercontent.com/u/0/d/19-C3yT4nt1qm23_QDYbRrjj05a8KfzLk=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1uiFXwCbXENaw2as-NSUDVpXYN5dOXxgV=s3200-k-iv1,yizib,yizod,yizav,yizek,yizib,yizod,yizug,yizal,yizit,yizup,48,Plural,teacups,One teacup.jpg,Two teacups.jpg
Test only,3,https://lh3.googleusercontent.com/u/0/d/19-C3yT4nt1qm23_QDYbRrjj05a8KfzLk=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1uiFXwCbXENaw2as-NSUDVpXYN5dOXxgV=s3200-k-iv1,yizib,yizek,yizav,yizek,yizib,yizod,yizug,yizal,yizit,yizup,48,Plural,teacups,One teacup.jpg,Two teacups.jpg
Test only,4,https://lh3.googleusercontent.com/u/0/d/19-C3yT4nt1qm23_QDYbRrjj05a8KfzLk=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1uiFXwCbXENaw2as-NSUDVpXYN5dOXxgV=s3200-k-iv1,yizav,yizek,yizav,yizek,yizib,yizod,yizug,yizal,yizit,yizup,48,Plural,teacups,One teacup.jpg,Two teacups.jpg
Test only,5,https://lh3.googleusercontent.com/u/0/d/19-C3yT4nt1qm23_QDYbRrjj05a8KfzLk=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1uiFXwCbXENaw2as-NSUDVpXYN5dOXxgV=s3200-k-iv1,yizug,yizal,yizav,yizek,yizib,yizod,yizug,yizal,yizit,yizup,48,Plural,teacups,One teacup.jpg,Two teacups.jpg
Test only,6,https://lh3.googleusercontent.com/u/0/d/19-C3yT4nt1qm23_QDYbRrjj05a8KfzLk=s3200-k-iv1,https://lh3.googleusercontent.com/u/0/d/1uiFXwCbXENaw2as-NSUDVpXYN5dOXxgV=s3200-k-iv1,yizib,yizod,yizav,yizek,yizib,yizod,yizug,yizal,yizit,yizup,48,Plural,teacups,One teacup.jpg,Two teacups.jpg
